#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B03262
#Date Time: 2025-06-19 10:44:55.518
#Start: 10 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51915 V
#Offset: 2.04779e-06 V
#Relative: no
#Channel: Channel 2
#Range: 5.50214 V
#Offset: 0.000110146 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: ON
#Voltage: -3.3 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.04198796827909861,38.9111863240961,147.5240699204412
10.79775162327709,0.06343446083818284,38.62680792779076,145.9277731879774
11.65914401179831,0.043048689651437,38.38251827123487,144.0952637526916
12.58925411794166,0.0656163848912191,38.09035208635467,142.2846470405588
13.59356390878524,0.05389738474315522,37.81699273851464,140.5141952900487
14.67799267622071,0.05295236919268255,37.50268440837624,138.487240422482
15.84893192461114,0.05608687659645572,37.1823747747461,136.5372012208756
17.11328304161781,0.04453221272133778,36.84703372132679,134.4493513758395
18.47849797422291,0.05312869129305732,36.48546582041656,132.3700252079668
19.95262314968883,0.06792186459711588,36.08860011610373,130.3596940805839
21.54434690031882,0.05562186188631044,35.69778675191718,128.2840260873525
23.26305067153629,0.04621305863119383,35.28382419654606,126.2628797604168
25.11886431509577,0.06152750821052026,34.84471982632385,124.3396117742143
27.1227257933203,0.04445016599918464,34.39689220736479,122.343674345261
29.28644564625237,0.04192537382305034,33.91802192436277,120.3694837195002
31.6227766016838,0.05626080122008343,33.41160281311473,118.4963902621604
34.14548873833601,0.06100923536321391,32.9043562313517,116.4807696761598
36.86945064519573,0.06707816681878509,32.36502226553131,114.7748427625869
39.81071705534969,0.03922715281314665,31.83048126764179,113.2587131924083
42.98662347082281,0.06737990196419696,31.25198398265152,111.6895149024439
46.41588833612772,0.05512710084774258,30.70335195484191,110.1709515919152
50.11872336272725,0.07191383182685415,30.06875545702682,108.7675413105732
54.11695265464638,0.05395527215014076,29.52381310303504,107.6358465159502
58.43414133735175,0.0552573403701989,28.9122430180046,106.5058741098467
63.09573444801929,0.06414587941217695,28.2832895501844,105.3555499086145
68.12920690579608,0.06968127286777173,27.65749110783903,104.3481588484885
73.56422544596421,0.07013543380622599,27.03999282660386,103.3329460632419
79.43282347242805,0.05499338993430725,26.42325972549422,102.3533763222613
85.76958985908945,0.06229306475272275,25.77794824117059,101.4222853908871
92.61187281287937,0.07947855579528108,25.14483553521168,100.6173137313831
100,0.05648147844015381,24.5028373646544,99.84513650959161
107.9775162327709,0.05746193797181111,23.8797712340776,99.32262585790951
116.5914401179832,0.04670710407811093,23.23243756428213,98.5541309403331
125.8925411794166,0.0478548652030853,22.58394072849117,97.99487321267753
135.9356390878525,0.06299655890235616,21.92640400614153,97.39726840146682
146.7799267622071,0.08070425659747466,21.25562663900694,96.90527410628268
158.4893192461114,0.07113189648046334,20.61076063187314,96.34911575965396
171.1328304161781,0.07118775116681691,19.95906908485314,95.92146969415616
184.7849797422292,0.04852400919027502,19.33098656938585,95.45390035078489
199.5262314968879,0.0639624372453842,18.65106687001512,95.03069564237836
215.4434690031882,0.08087613621048055,17.98683752978517,94.83865659926852
232.6305067153626,0.06389230373641819,17.33380725260683,94.34898924611014
251.1886431509582,0.04851356133045991,16.67930977600793,93.98414431024469
271.2272579332027,0.01697309909909417,16.02519995313221,93.7088531264782
292.8644564625238,0.06043775255884125,15.36091089562221,93.37213082663447
316.227766016838,0.01146367982087358,14.71518982123053,93.2754519476493
341.4548873833601,0.07913936131140588,14.04267784134909,93.09756049324113
368.6945064519577,0.08562035665111037,13.36560607628287,92.80277383406019
398.1071705534977,0.07624731887905416,12.71801433376936,92.64157339080283
429.8662347082277,0.06183066529255248,12.06290103512841,92.46827070332141
464.1588833612772,0.07205854181145913,11.40813636589178,92.27434685930734
501.1872336272725,0.07056519156366597,10.74601260547866,92.10420151938872
541.1695265464638,0.05324034299226298,10.06017327980068,92.04927626696525
584.3414133735175,0.06931006631786586,9.402591609514257,91.82983767253
630.957344480193,0.06826113547862467,8.749939886800517,91.75478948651002
681.2920690579615,0.03970483589730096,8.089714126565848,91.6191523677785
735.6422544596406,0.09395582501179388,7.414558601268041,91.38427423675711
794.3282347242813,0.08020115554884126,6.769513719686469,91.24219389369338
857.6958985908947,0.1033157094158087,6.099124476217948,91.33921433443788
926.1187281287938,0.1024726028082459,5.417538846262319,91.16920379443813
1000,0.05825054772095901,4.773951964841171,90.87229600009231
1079.775162327711,0.06330212571010978,4.156777797609705,90.80403734088685
1165.914401179831,0.0623846072570746,3.441076847255564,90.61880785547517
1258.925411794166,0.07520443486261319,2.79619045674414,90.6676992718202
1359.356390878527,0.08286975468538009,2.152737449071456,90.50612357252513
1467.79926762207,0.06638729509534007,1.457135562693852,90.6243551613272
1584.893192461113,0.07808230915847823,0.7297571074679167,90.39059787829538
1711.328304161781,0.07645971038081448,0.06983515210905339,90.39343700864418
1847.849797422291,0.02724661883615326,-0.5260748483043058,90.09529989552135
1995.262314968879,0.09697270986094456,-1.23268007658514,90.19523322291604
2154.434690031884,0.07752192270686402,-1.880334039212755,90.31005570810636
2326.305067153628,0.1044007480899474,-2.54288765727599,89.5764874030293
2511.886431509579,-0.03078693661254556,-3.203552818193197,90.44341465735383
2712.27257933203,0.1602930954349565,-3.956061704241094,89.80450428740261
2928.644564625237,0.08224796258074787,-4.566818377428351,89.6776389227642
3162.277660168379,0.01662319795011836,-5.248291151803981,89.13802069042262
3414.548873833604,0.1001189921758808,-5.901977938624795,89.73855598837875
3686.945064519573,-0.0199451425898636,-6.551134932082813,88.81544344649353
3981.071705534973,0.1074714697395234,-7.20730818438954,89.02226277021555
4298.662347082272,0.02715219447971472,-7.866515339707174,89.14832583510726
4641.588833612777,0.1356020561645036,-8.574854591127576,88.4882034215013
5011.872336272725,0.1076849705631797,-9.198616925307677,88.02118256481543
5411.695265464637,0.05048347974488764,-9.906710791192344,89.60164897434088
5843.414133735175,0.1131678596075853,-10.5219548137599,88.2162338199704
6309.573444801937,-0.008975108301074336,-11.50961900130243,88.36108567783236
6812.920690579608,0.0913592403975899,-11.79638679732326,88.48459102831455
7356.422544596414,0.1244234853390862,-12.49373148837629,87.290044667026
7943.282347242814,0.07696119263221185,-13.15292843536522,87.21261491968625
8576.958985908946,0.1076139972107815,-13.755311280435,87.5257476234666
9261.187281287937,0.04427316368501257,-14.71644693246557,87.81774252456887
10000,0.08414115547455675,-15.36971763933979,86.85582458766746
10797.7516232771,0.1035819836211325,-15.78155945700305,88.02645433049247
11659.14401179831,0.09816391841306198,-16.59783201490609,85.24711582305171
12589.25411794167,0.07780180258886514,-17.12808804559234,86.14848011760783
13593.56390878526,0.09392809342072178,-17.49215356586716,85.05233320810713
14677.99267622069,0.1419441516282533,-18.11960504275916,88.94852111369137
15848.93192461114,0.09010218975327008,-19.33317606166183,86.63146959629012
17113.28304161779,0.1205455338233614,-19.19391507167988,83.62315442753456
18478.49797422291,0.05284140129689689,-20.49531083508837,85.42731784391674
19952.62314968881,0.123873343495631,-21.00467753949914,86.90144058827619
21544.34690031882,0.134734048387587,-21.33108491588244,82.13711770987943
23263.05067153626,0.07037031597859017,-21.65701747257334,83.27441041494791
25118.86431509582,0.1405489802065535,-22.78827588977515,78.49923748987457
27122.72579332027,0.08146758397163666,-23.04428285296164,81.17562763227473
29286.44564625237,0.0554326973019349,-23.97522797321922,77.51821336894412
31622.77660168378,0.1351532317646998,-24.34315066869544,76.61178257904484
34145.488738336,0.1359401228729807,-24.51328894609142,82.82108765942083
36869.45064519577,0.09537492760521225,-25.31521091933323,78.85245264939959
39810.71705534971,0.2340742541428102,-26.37910789556808,84.53682711808722
42986.62347082276,0.08383194551268308,-25.51771339454202,82.70691453263993
46415.88833612778,0.2149270094709873,-28.61457686695605,75.20348170942566
50118.72336272722,0.2737857160562735,-29.33528121391469,85.03592043430574
54116.95265464637,0.3057516970044976,-27.10323425615294,76.38479809595054
58434.14133735175,0.2785818955870247,-28.16982258159917,79.84566632401493
63095.73444801933,0.2600206741070203,-27.84011818450443,75.74095770593266
68129.20690579616,0.1859873146717117,-30.21126300896693,70.66273253014054
73564.22544596414,0.2018911163420599,-26.92182185959992,76.68509425459405
79432.82347242818,0.2372152784403829,-28.57105156041862,65.22805090359333
85769.58985908938,0.1570042210250409,-27.10294840495513,69.53775496161661
92611.87281287937,0.1303156443478568,-26.02975162406143,62.11383877260596
100000,0.1984011489525271,-27.68048421117926,84.34300918110287
107977.5162327709,0.2629662594521689,-29.97752054057201,84.64551678058447
116591.4401179832,0.2585216179114269,-28.43175870640035,62.30594809388151
125892.5411794166,0.2281594048992737,-28.05730084456777,59.95017415377833
135935.6390878526,0.1169528523134488,-25.31906568817195,91.86532654095249
146779.926762207,0.2436051473216354,-27.31936805164129,73.38465772723451
158489.3192461113,0.2988368835931098,-28.46097078462113,82.75925428024811
171132.8304161781,0.3307433063183557,-25.00124132243691,76.29966160355283
184784.9797422292,0.243600038984759,-26.86858290204881,69.35932377631791
199526.2314968879,-0.07141311094779959,-24.60082869948738,70.47844086081244
215443.4690031885,0.2882915391921589,-24.11938784637934,74.47930472320309
232630.5067153625,0.1352413602103109,-26.24100880589047,61.01108774846887
251188.643150958,0.03678265475110599,-24.1512304225606,74.23522017273754
271227.257933203,0.07354746488044084,-23.21222111019075,56.31286904547565
292864.4564625236,-0.03569018423743166,-22.93134468560477,68.36625708481762
316227.766016838,0.06626174108569551,-23.49072029451929,63.8633427091054
341454.88738336,0.06873379126778806,-21.73636540515158,75.34211782315583
368694.5064519575,0.01379207339189871,-23.58986272416562,63.64956039695664
398107.1705534974,0.04429778504592073,-20.49067401444676,65.12254110530213
429866.2347082276,0.1048012253858466,-20.81358574103444,52.88755936558125
464158.883361278,0.1431168351278238,-20.03972004833238,53.38265667823962
501187.233627272,0.1332232825291241,-19.65629861378459,50.86833533123142
541169.5265464637,-0.00107975700187695,-19.76615863863735,43.31608581741348
584341.4133735178,-0.01192381176967606,-18.97033047566941,45.83362825865763
630957.344480193,0.04964277944015688,-17.33754006352886,38.78644639516774
681292.0690579613,0.04454162499284721,-17.27185650681674,36.04726290248266
735642.2544596418,-0.0243170246237598,-16.27148854771694,27.26314010866857
794328.2347242814,-0.04020015605000569,-15.68663033950241,22.47919123091184
857695.8985908943,0.0448326500613179,-16.98504840199779,21.81406068871632
926118.7281287931,-0.02083493244532043,-16.94756966787206,14.89610685889527
1000000,-0.05568347556819769,-17.61236076706587,8.683924165962718
