#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B03262
#Date Time: 2025-06-19 10:41:38.653
#Start: 10 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51915 V
#Offset: 2.04779e-06 V
#Relative: no
#Channel: Channel 2
#Range: 5.50214 V
#Offset: 0.000110146 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: ON
#Voltage: -3.3 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.06227698145097097,18.83297128764005,149.9698676505968
10.79775162327709,0.04919041797192322,18.66342666294878,147.5670742904406
11.65914401179831,0.05347803306964666,18.45938103464383,145.8287650018647
12.58925411794166,0.05369648405526475,18.2228949952334,143.8979618303039
13.59356390878524,0.061890300410323,17.97425573631584,141.6548885548697
14.67799267622071,0.06619574687019938,17.70977007997144,139.6049638267652
15.84893192461114,0.07158934762151874,17.41238043325827,137.4037949668398
17.11328304161781,0.0740373103247621,17.08732775688094,135.2636630952511
18.47849797422291,0.06312753182193147,16.75372339732817,133.0775365914971
19.95262314968883,0.04412315372877534,16.3995735604843,130.886518921878
21.54434690031882,0.05204543339785082,16.00324311662207,128.7335031812303
23.26305067153629,0.06197238382016179,15.58886452448254,126.5786340274497
25.11886431509577,0.05688750041488484,15.14884471939256,124.489427115906
27.1227257933203,0.05042890642742822,14.6979299631591,122.5338518694893
29.28644564625237,0.06386680219707971,14.1955565297483,120.6080833902086
31.6227766016838,0.06031551367669274,13.69888695096759,118.6666827004329
34.14548873833601,0.06059155230805983,13.18362188397932,116.9243567419081
36.86945064519573,0.05599815595558999,12.64639700633281,115.1134245136181
39.81071705534969,0.05391336740045043,12.10366311448118,113.5094531674954
42.98662347082281,0.06428913689978533,11.61333523931564,111.7015674744133
46.41588833612772,0.05508341202791457,11.19923694360862,110.3637263120845
50.11872336272725,0.07677658326574276,10.21961016238385,107.6909391211353
54.11695265464638,0.04981764151413637,10.02949774962883,107.3853863822535
58.43414133735175,0.06950619463618922,9.300751686356428,106.4625237913971
63.09573444801929,0.07239449878187174,8.556691386553494,105.178615539724
68.12920690579608,0.06629046736327815,7.942439278767059,104.2144334859439
73.56422544596421,0.08262238818468168,7.297723080411074,103.271474065141
79.43282347242805,0.05559795914004959,6.689293441102317,102.1132726118636
85.76958985908945,0.0679072880716244,6.078857189564576,101.3482740015908
92.61187281287937,0.07275723381296059,5.361111763936637,100.5181106238719
100,0.06319771856835339,4.773150651463835,100.153668405808
107.9775162327709,0.05966653379964965,4.0807327250527,98.82604346901367
116.5914401179832,0.05998520440552588,3.448724279826668,98.15816319445763
125.8925411794166,0.06912229990671312,2.835751870117742,97.77809377415338
135.9356390878525,0.04732986558014975,2.181960574199302,97.15399686165797
146.7799267622071,0.08559736133070869,1.521302893729986,96.6289333799396
158.4893192461114,0.070650157492176,0.827308451220191,95.90966010440184
171.1328304161781,0.08070780689069146,0.1815403719294842,95.5516603028146
184.7849797422292,0.07084893878025403,-0.5077688877869401,94.92291482090792
199.5262314968879,0.05565152780047187,-1.149688299115401,94.69002865925654
215.4434690031882,0.1061742979244832,-1.828880573531273,94.21094464121502
232.6305067153626,0.0700055271193247,-2.500569968601012,93.92426026791242
251.1886431509582,0.06948156583597968,-3.140336690162722,93.42075323685015
271.2272579332027,0.0290046865269342,-3.810263011294155,92.97391611215569
292.8644564625238,0.08032880928567838,-4.49044030407978,92.90347254302304
316.227766016838,0.08108720690504917,-5.115695963382572,92.53174210104045
341.4548873833601,0.06595398797325766,-5.836126890579605,92.39136922219147
368.6945064519577,0.06969515996604775,-6.470582517672051,91.95779629454364
398.1071705534977,0.06626115607941839,-7.084077494721273,91.2833089481868
429.8662347082277,0.08879883177592243,-7.817367871120449,91.32165594524047
464.1588833612772,0.08551431727393163,-8.397894956108283,91.11378089266191
501.1872336272725,0.08236079781548078,-9.036287562009452,90.99113215957796
541.1695265464638,0.1393972293548182,-9.789762555464133,90.50858802082433
584.3414133735175,0.1080290825920403,-10.42087033248481,90.9538599225156
630.957344480193,0.05290091729082535,-11.04979836956923,89.86738789191963
681.2920690579615,0.04799854152418349,-11.85107225532546,89.51392948623074
735.6422544596406,0.08233450015598691,-12.34711949848526,90.0913280164512
794.3282347242813,0.07566755595421404,-13.05521332188049,89.33165116477207
857.6958985908947,0.03669959038854814,-13.76413807129041,89.20585623802745
926.1187281287938,0.05700820470967069,-14.37808821822307,88.86943336361742
1000,0.05633695421748663,-14.85536654142608,87.90018121471599
1079.775162327711,0.07780726086406548,-15.6446050435821,87.32719267434391
1165.914401179831,0.1102593944280272,-16.28447547362251,85.9129416795638
1258.925411794166,0.06035382844660562,-16.99986957352428,87.15117580079635
1359.356390878527,0.1243512561437206,-18.0075588951914,87.63306869900882
1467.79926762207,0.07345409123874895,-18.27991408171776,85.5039668668107
1584.893192461113,0.08278763949638404,-19.02747016188168,85.19347953864201
1711.328304161781,0.0426609135060651,-19.88449620205463,85.10316827622842
1847.849797422291,0.1015584560309956,-20.67921570529763,84.46188630765633
1995.262314968879,0.06660285041976829,-21.24442647937152,84.05349214193453
2154.434690031884,0.06993021205505942,-21.72097151133279,86.66198097360251
2326.305067153628,0.1241239279306458,-22.28266737706895,84.72288141259584
2511.886431509579,0.06936032828061263,-23.07317657185978,83.43132263027925
2712.27257933203,0.06771799173565131,-23.70910935129801,78.28705121188744
2928.644564625237,0.05894295045936655,-24.40480428773806,81.43947314012554
3162.277660168379,0.07140744352671294,-25.004853370507,86.1803311269982
3414.548873833604,0.04579292959070809,-25.00098378905687,81.9137670884125
3686.945064519573,0.1048703231934595,-26.79662050176617,77.18688081295805
3981.071705534973,0.06109562105127863,-27.16798562447281,81.46133522451707
4298.662347082272,0.08527919609200071,-27.51590940382757,78.178513603406
4641.588833612777,0.05362490965094716,-28.71145752923245,77.30917216637883
5011.872336272725,0.1322808409379269,-28.69718192431508,72.29395803541232
5411.695265464637,0.03160671277771935,-30.13674065709628,77.42398901281011
5843.414133735175,0.07696627235189908,-29.61222448908902,74.25802809986394
6309.573444801937,0.09960591661540114,-30.53758776786208,77.09272440882424
6812.920690579608,0.1409667187036074,-31.99805227938079,74.20523343826099
7356.422544596414,0.05125058685939363,-33.26087572381766,71.79881304608364
7943.282347242814,0.05355192855886798,-34.0843108725016,61.36689579159066
8576.958985908946,0.04580564341489153,-32.9212079578985,65.47869548972653
9261.187281287937,0.03868088128939937,-34.72695152153712,74.69232678851728
10000,0.08426643944994811,-33.73958073128491,66.97678710797118
10797.7516232771,0.02854905257631742,-34.90951048608036,66.67512235443348
11659.14401179831,0.1087775492699923,-37.79557545425335,44.31582797824354
12589.25411794167,0.1258064488986237,-36.97561714612343,49.26317101023562
13593.56390878526,0.1374736384237034,-37.79815358398903,49.41077727690729
14677.99267622069,0.1953896713557648,-36.92782787276584,58.66764136529635
15848.93192461114,0.05160040906734258,-36.70189839204069,28.6212072901901
17113.28304161779,0.1405703203110419,-37.65599137923974,72.80685032144886
18478.49797422291,0.09784264549729088,-39.74321694180259,49.77325330422754
19952.62314968881,0.1619980589910077,-45.45826544983405,35.50540785928743
21544.34690031882,0.1531502416159041,-40.60265374433872,28.39480257132851
23263.05067153626,0.05788024785849383,-37.75247594664566,61.42451743152901
25118.86431509582,0.07254978602912357,-43.16980900617207,28.78863894550022
27122.72579332027,0.1552860272413756,-38.01908511847711,66.589251249497
29286.44564625237,0.1404311577631342,-36.04647303464712,63.88256099911999
31622.77660168378,0.1035804419660117,-34.83815166442876,2.800330999234731
34145.488738336,0.1050630103801124,-42.13937022841462,77.60972036568133
36869.45064519577,0.151933098730541,-40.84879243066167,35.81121827629838
39810.71705534971,0.1827816711503561,-40.68948150917664,-21.73893097317816
42986.62347082276,0.1737412385220164,-49.35233458072507,48.13708118222996
46415.88833612778,0.07801846391905776,-42.77507825634865,-17.32872034563457
50118.72336272722,0.03823757711285117,-51.12357401551461,25.24058192019412
54116.95265464637,0.09282318093127059,-33.74240632400577,45.2322012446613
58434.14133735175,0.1736337506045911,-38.99754298025757,83.10670470570068
63095.73444801933,0.06501439964377646,-42.04428486124339,-77.862108715853
68129.20690579616,0.1151713407707146,-42.38163252691733,87.74283495393934
73564.22544596414,0.2615025475817733,-44.4981797275537,105.3883651124838
79432.82347242818,0.3515027584954004,-41.51931014006672,31.56428291099019
85769.58985908938,0.2469315079159134,-53.45315610789208,-78.28188382870027
92611.87281287937,0.2530014606828861,-38.96330050955705,-4.033000396444791
